# Citilinc geofenced bus stops, transcribed from the NMPML RTI reply
# (letter 3120/2026, 17 Aug 2026), annexure pages 137-166 of 198.
# The PDF is a 300 DPI scan with no text layer, so this table was read
# off the page rather than parsed. sr is the source table's own row number.
# sr|depot|city|name|lat|lon
1735|Nashik Road Depot|Nashik|Krushna Nagar|19.96754|73.74104
1736|Nashik Road Depot|Nashik|Krishna Sweets / Sawant College Phata|19.95024|73.77038
1737|Tapovan Depot|Nashik|Market Gate (D)|20.01484|73.79647
1738|Nashik Road Depot|Nashik|Matoshri Nagar|19.96829|73.68884
1739|Nashik Road Depot|Nashik|Govinda Nagar Corner|19.98221|73.77624
1740|Nashik Road Depot|Nashik|Thatte Nagar (D)|20.01016|73.76446
1741|Nashik Road Depot|Nashik|Tupadevi / Talwade Phata|19.95055|73.56401
1742|Tapovan Depot|Nashik|Market Gate (U)|20.01501|73.79625
1743|Nashik Road Depot|Nashik|Adivasi Sankul (U)|20.05519|73.79950
1744|Nashik Road Depot|Nashik|Kranti Nagar (D)|20.01400|73.78831
1745|Nashik Road Depot|Nashik|Kothule Mala|20.03135|73.78334
1746|Nashik Road Depot|Nashik|Sharad Pawar Market|20.02950|73.79536
1747|Nashik Road Depot|Nashik|Maruti Showroom|20.00190|73.73406
1748|Nashik Road Depot|Nashik|Matale Tue Office|19.98141|73.75459
1749|Nashik Road Depot|Nashik|Barn School Phata (U)|19.88201|73.83317
1750|Nashik Road Depot|Nashik|Kothari (U)|19.91653|73.83324
1751|Nashik Road Depot|Nashik|Kotam Gaon|19.95572|73.89944
1752|Nashik Road Depot|Nashik|Matori|20.05625|73.75156
1753|Nashik Road Depot|Nashik|Konark Nagar (D)|20.02676|73.84583
1754|Nashik Road Depot|Nashik|Matori Gaon|20.05607|73.75099
1755|Nashik Road Depot|Nashik|Matoshri College|19.99080|73.90961
1756|Nashik Road Depot|Nashik|Balaji Chowk|20.02002|73.85052
1757|Nashik Road Depot|Nashik|Matoshri Sweets|20.00246|73.74969
1758|Tapovan Depot|Nashik|Bardan Phata|20.02406|73.72143
1759|Nashik Road Depot|Nashik|K.K. Wagh College (U)|20.01538|73.82140
1760|Nashik Road Depot|Nashik|Thergaon|20.08161|73.98839
1761|Nashik Road Depot|Nashik|K.K. Wagh College (D)|20.01501|73.82188
1762|Nashik Road Depot|Nashik|Mauli Bunglow|19.91590|73.69568
1763|Nashik Road Depot|Nashik|Mauli Chowk|19.94840|73.71970
1764|Nashik Road Depot|Nashik|Mauli Lawns (D)|19.97234|73.74686
1765|Nashik Road Depot|Nashik|Waldevi Dharan Fata|19.91971|73.68621
1766|Nashik Road Depot|Nashik|Kirloskar|19.96894|73.86021
1767|Nashik Road Depot|Nashik|Medical Phata 1 (U)|20.03097|73.85639
1768|Nashik Road Depot|Nashik|Medical Phata (U)|20.03149|73.85546
1769|Nashik Road Depot|Nashik|Kherwadi Fata|20.04933|73.96762
1770|Nashik Road Depot|Nashik|Medical Phata 2 (D)|20.03091|73.85698
1771|Nashik Road Depot|Nashik|Bapu Bangla (D)|19.97353|73.78608
1772|Nashik Road Depot|Nashik|Khervadi Gaon|20.04670|73.97114
1773|Nashik Road Depot|Nashik|Meher|20.00489|73.78407
1774|Nashik Road Depot|Nashik|Meherdham|20.04038|73.79415
1775|Nashik Road Depot|Nashik|Khandoba Mandir / Mankar Mala (D)|20.04696|73.77626
1776|Nashik Road Depot|Nashik|Meher Signal|20.00691|73.78482
1777|Nashik Road Depot|Nashik|Tidke Colony Square Navin|19.99144|73.77411
1778|Nashik Road Depot|Nashik|Khanderav Nagar|19.94808|73.75612
1779|Nashik Road Depot|Nashik|Khanderav Mandir Saman Gaon Rd|19.95755|73.90316
1780|Tapovan Depot|Nashik|CBS / Mela Stand (U)|20.00065|73.78103
1781|Nashik Road Depot|Nashik|Meri Colony (D)|20.03012|73.80218
1782|Nashik Road Depot|Nashik|Mhada Colony (U)|19.96809|73.78949
1783|Nashik Road Depot|Nashik|Tidke Nagar Chowk (D)|19.98944|73.76641
1784|Nashik Road Depot|Nashik|Khanderao Mandir (D)|20.08901|73.92325
1785|Nashik Road Depot|Nashik|Khambhale Phata|19.95980|73.63048
1786|Nashik Road Depot|Nashik|Mhada Corner (D)|19.97159|73.72204
1787|Nashik Road Depot|Nashik|Khambale Phata|19.95971|73.62985
1788|Nashik Road Depot|Nashik|Khadi Crasher|19.91764|73.70563
1789|Nashik Road Depot|Nashik|Vetalbaba Mandir (6 no chari) (D)|19.99848|73.85448
1790|Tapovan Depot|Nashik|Bangali Baba (U)|19.92049|73.88409
1791|Nashik Road Depot|Nashik|Keval Park (D)|19.97472|73.73257
1792|Nashik Road Depot|Nashik|Tilak Nagar (U)|20.07839|73.91225
1793|Nashik Road Depot|Nashik|Kendriya Vidyalaya (U)|19.88551|73.83314
1794|Nashik Road Depot|Nashik|Mhasoba Mandir|20.03377|73.98440
1795|Nashik Road Depot|Nashik|Wasali Phata|19.97499|73.68934
1796|Nashik Road Depot|Nashik|Karan Farm|19.95373|73.88755
1797|Nashik Road Depot|Nashik|Kanol Road|20.03839|73.68917
1798|Nashik Road Depot|Nashik|Mhasoba Mandir Vadner Rd|19.94302|73.79874
1799|Nashik Road Depot|Nashik|Bandawane Wasti|19.97364|73.73587
1800|Nashik Road Depot|Nashik|Kanol Chaufuli|20.00739|73.83156
1801|Nashik Road Depot|Nashik|Kangane Nursery|19.98248|73.92507
1802|Nashik Road Depot|Nashik|Mhasrul (U)|20.04833|73.80613
1803|Nashik Road Depot|Nashik|Dwarka 1 (U)|19.99297|73.79555
1804|Nashik Road Depot|Nashik|Kamathvade|19.97607|73.74975
1805|Nashik Road Depot|Nashik|Mhasrul Fata (U)|20.03495|73.85139
1806|Nashik Road Depot|Nashik|Bane Chal (U)|19.89260|73.83318
1807|Nashik Road Depot|Nashik|Kamod Nagar (U)|19.97607|73.77716
1808|Nashik Road Depot|Nashik|Tilakwadi / Rajiv Gandhi Bhavan|20.00089|73.77745
1809|Nashik Road Depot|Nashik|Kamgar Nagar|20.00277|73.74686
1810|Nashik Road Depot|Nashik|Mhasoba Temple|19.98781|73.90002
1811|Nashik Road Depot|Nashik|Mico (D)|19.99358|73.73041
1812|Tapovan Depot|Nashik|Jindal Phata / MIDC Phata No.2 (U)|19.86278|73.97037
1813|Nashik Road Depot|Nashik|Kamal Nagar (D)|20.01912|73.81453
1814|Nashik Road Depot|Nashik|Amrapali Tawar|19.98033|73.80278
1815|Tapovan Depot|Nashik|MIDC Phata (Sarda) (U)|19.85973|73.97627
1816|Nashik Road Depot|Nashik|Balaji Mandir (D)|20.02622|73.71949
1817|Nashik Road Depot|Nashik|Kalika Mandir (D)|19.99210|73.78281
1818|Nashik Road Depot|Nashik|Kalanagar|20.00382|73.74065
1819|Nashik Road Depot|Nashik|M.I.D.C Unit|19.95386|73.73124
1820|Tapovan Depot|Nashik|Meenatai Thakre Statdium (U)|20.01248|73.81380
1821|Nashik Road Depot|Nashik|Meenatai Thakre Statdium (D)|20.01217|73.81419
1822|Nashik Road Depot|Nashik|Tirupati Nagar|19.98373|73.82893
1823|Nashik Road Depot|Nashik|Kalaskar Mala|20.03004|73.82021
1824|Nashik Road Depot|Nashik|Kale Nagar (Kamgar Nagar)|20.00267|73.74876
1825|Tapovan Depot|Nashik|Kamatwada (U)|19.97421|73.74908
1826|Nashik Road Depot|Nashik|Aanand Nagar / Modern Market|20.01708|73.75905
1827|Nashik Road Depot|Nashik|Kailas Nagar (U)|20.00460|73.82678
1828|Nashik Road Depot|Nashik|Kailash Nagar (D)|20.00442|73.82676
1829|Nashik Road Depot|Nashik|Miradwar Lawns|20.02610|73.82805
1830|Nashik Road Depot|Nashik|Kadve Nagar (D)|19.95469|73.76439
1831|Nashik Road Depot|Nashik|Madsangavi Toll Naka (D)|20.00167|73.87948
1832|Nashik Road Depot|Nashik|Manpa Davakhana / Maharashtra Housing Colony Phata (U)|19.98972|73.72818
1833|Nashik Road Depot|Nashik|Kandam Van (D)|19.98029|73.72520
1834|Tapovan Depot|Nashik|Bhosla College / Model Colony (U)|20.00852|73.75539
1835|Nashik Road Depot|Nashik|Bajrang Nagar (D)|19.97773|73.72643
1836|Nashik Road Depot|Nashik|Old Jakat Naka (U)|20.03935|73.86879
1837|Tapovan Depot|Nashik|Toll Naka (U)|19.91151|73.90404
1838|Nashik Road Depot|Nashik|Old Jakat Naka (D)|20.03873|73.86847
1839|Nashik Road Depot|Nashik|Mohadari|19.88529|73.94182
1840|Nashik Road Depot|Nashik|Aadgaon|20.03520|73.86549
1841|Nashik Road Depot|Nashik|Old Adgaon Naka (U)|20.00924|73.80252
1842|Nashik Road Depot|Nashik|Old Adgaon Naka 1 (U)|20.00909|73.80401
1843|Nashik Road Depot|Nashik|Mohadi Fata|20.07286|73.90204
1844|Nashik Road Depot|Nashik|Baji Town|19.99098|73.77228
1845|Nashik Road Depot|Nashik|Old Adgaon Naka 1 (D)|20.00893|73.80252
1846|Nashik Road Depot|Nashik|Urdu Shala|19.99346|73.81188
1847|Tapovan Depot|Nashik|More Vasti (U)|19.96148|73.82220
1848|Nashik Road Depot|Nashik|Wasti Eklahara Phata|19.95562|73.89307
1849|Nashik Road Depot|Nashik|Jivhale Datane|20.08316|73.98099
1850|Nashik Road Depot|Nashik|JIT College|20.03341|73.69002
1851|Tapovan Depot|Nashik|Motiwala College (D)|20.01720|73.71784
1852|Nashik Road Depot|Nashik|Baburao Dhikale Wasti|20.04541|73.94822
1853|Tapovan Depot|Nashik|Jetvan Nagar (U)|19.96430|73.82146
1854|Nashik Road Depot|Nashik|Jelrod Fata|19.97989|73.82833
1855|Nashik Road Depot|Nashik|Mte Mlaa|19.85215|73.65821
1856|Nashik Road Depot|Nashik|Mukt Vidhyapeeth Gate|20.02301|73.69306
1857|Nashik Road Depot|Nashik|Mukt Vidhyapeeth Phata|20.02922|73.70825
1858|Nashik Road Depot|Nashik|8 Wa Mile|19.91599|73.71049
1859|Nashik Road Depot|Nashik|Jehan Circle (D)|20.01216|73.75651
1860|Nashik Road Depot|Nashik|Jay Malhar Pathardi|19.94193|73.77895
